Order ID,Phone,Quatity Ordered,Price Each,Order Date,Provider_City_Country,No Discount - Single Purchase,Sales_Less_Discount(8%),Sales_Less_Discount(15%),All sales,Month,Region
147041,Google Pixal - 1,3,700,02/08/21 21:55 ,"Provider_19,Milan, Italy",,1932.0,,1932.0,8,Europe
147042,iPhone 13,2,1000,20/08/21 12:56 ,"Provider_3,Boston, United States",,1840.0,,1840.0,8,North America
147043,Xiaomi 12 Pro,4,900,19/08/21 12:09 ,"Provider_5,Sao Paulo, Brazil",,,3060.0,3060.0,8,South America
147044,Xiaomi Redmi Note 11 Pro 5G,1,350,09/08/21 18:51 ,"Provider_7,Yokohama, Japan",350.0,,,350.0,8,Asia
147045,Huawei - 1,2,550,17/08/21 18:51 ,"Provider_16,Giza, Egypt",,1012.0,,1012.0,8,Africa
147046,Google Android,1,500,30/08/21 10:51 ,"Provider_11,Munich, Germany",500.0,,,500.0,8,Europe
147047,Xiaomi Redmi Note 10 Pro 5G,1,200,17/08/21 18:37 ,"Provider_11,Munich, Germany",200.0,,,200.0,8,Europe
147048,Sony Xperia 10,1,700,29/08/21 18:52 ,"Provider_17,Islamabad, Pakistan",700.0,,,700.0,8,Middle-East
147049,Samsung Galexy S21,1,800,21/08/21 18:30 ,"Provider_1,Beijing, China",800.0,,,800.0,8,Asia
147050,iPhone 13,2,1000,16/08/21 22:54 ,"Provider_16,Giza, Egypt",,1840.0,,1840.0,8,Africa
147051,Samsung Galexy S22,1,1100,14/08/21 17:24 ,"Provider_12,Hanoi, Vietnam",1100.0,,,1100.0,8,South East Asia
147052,Huawei - 1,1,550,02/08/21 08:29 ,"Provider_14,Ankara, Turkey",550.0,,,550.0,8,Europe
147053,Google Pixal - 2,1,900,09/08/21 18:04 ,"Provider_6,Moscow, Russia",900.0,,,900.0,8,Europe
147054,Huawei - 2,1,350,03/08/21 18:03 ,"Provider_20,Durban, South Africa",350.0,,,350.0,8,Africa
147055,Google Pixal - 2,1,900,06/08/21 10:05 ,"Provider_8,Mexico City, Mexico",900.0,,,900.0,8,North America
147056,Nokia c200,2,400,21/08/21 18:20 ,"Provider_5,Sao Paulo, Brazil",,736.0,,736.0,8,South America
147057,Samsung Galexy S21,3,800,26/08/21 01:00 ,"Provider_17,Islamabad, Pakistan",,2208.0,,2208.0,8,Middle-East
147058,iPhone 12,2,700,10/08/21 09:34 ,"Provider_6,Moscow, Russia",,1288.0,,1288.0,8,Europe
147059,iPhone 12,1,700,08/08/21 17:36 ,"Provider_7,Yokohama, Japan",700.0,,,700.0,8,Asia
147060,Google Pixal - 2,1,900,11/08/21 19:29 ,"Provider_4,Jakarta, Indonesia",900.0,,,900.0,8,South East Asia
147061,Xiaomi Redmi Note 11 Pro 5G,1,350,13/08/21 05:51 ,"Provider_10,Manila, Philippines",350.0,,,350.0,8,South East Asia
147062,Xiaomi Redmi Note 10 Pro 5G,4,200,23/08/21 10:45 ,"Provider_4,Jakarta, Indonesia",,,680.0,680.0,8,South East Asia
147063,Sony Xperia 20,1,800,29/08/21 11:02 ,"Provider_13,Dhaka, Bangladesh",800.0,,,800.0,8,Asia
147064,Xiaomi 12 Pro,2,900,13/08/21 21:54 ,"Provider_3,Boston, United States",,1656.0,,1656.0,8,North America
147065,Xiaomi Redmi Note 11 Pro 5G,3,350,13/08/21 11:44 ,"Provider_16,Giza, Egypt",,966.0,,966.0,8,Africa
147066,iPhone 13,2,1000,01/08/21 12:28 ,"Provider_15,Isfahan, Iran",,1840.0,,1840.0,8,Middle-East
147067,Samsung Galexy S21,2,800,03/08/21 04:07 ,"Provider_6,Moscow, Russia",,1472.0,,1472.0,8,Europe
147068,Xiaomi Redmi Note 11 Pro 5G,1,350,15/08/21 14:48 ,"Provider_5,Sao Paulo, Brazil",350.0,,,350.0,8,South America
147069,Nokia c300,1,600,26/08/21 00:40 ,"Provider_1,Beijing, China",600.0,,,600.0,8,Asia
147070,iPhone 12,3,700,09/08/21 11:47 ,"Provider_2,Delhi, India",,1932.0,,1932.0,8,Asia
147071,iPhone 13,1,1000,16/08/21 19:25 ,"Provider_20,Durban, South Africa",1000.0,,,1000.0,8,Africa
147072,Google Android,1,500,05/08/21 18:37 ,"Provider_2,Delhi, India",500.0,,,500.0,8,Asia
147073,Huawei - 2,2,350,23/08/21 22:10 ,"Provider_7,Yokohama, Japan",,644.0,,644.0,8,Asia
147074,Sony Xperia 10,1,700,21/08/21 20:24 ,"Provider_18,Bangkok, Thailand",700.0,,,700.0,8,Asia
147075,Samsung Galexy S21,1,800,23/08/21 18:08 ,"Provider_1,Beijing, China",800.0,,,800.0,8,Asia
147076,Nokia c200,4,400,10/08/21 18:12 ,"Provider_19,Milan, Italy",,,1360.0,1360.0,8,Europe
147077,Google Pixal - 2,2,900,20/08/21 04:42 ,"Provider_15,Isfahan, Iran",,1656.0,,1656.0,8,Middle-East
147078,Xiaomi 12 Pro,1,900,02/08/21 08:08 ,"Provider_13,Dhaka, Bangladesh",900.0,,,900.0,8,Asia
147079,Samsung Galexy S22,1,1100,17/08/21 12:32 ,"Provider_2,Delhi, India",1100.0,,,1100.0,8,Asia
147080,iPhone 11,1,500,28/08/21 19:23 ,"Provider_2,Delhi, India",500.0,,,500.0,8,Asia
147081,Huawei - 2,2,350,19/08/21 14:03 ,"Provider_4,Jakarta, Indonesia",,644.0,,644.0,8,South East Asia
147082,Google Pixal - 1,1,700,07/08/21 21:02 ,"Provider_17,Islamabad, Pakistan",700.0,,,700.0,8,Middle-East
147083,Google Android,1,500,26/08/21 15:31 ,"Provider_20,Durban, South Africa",500.0,,,500.0,8,Africa
147084,Nokia c200,1,400,21/08/21 15:46 ,"Provider_12,Hanoi, Vietnam",400.0,,,400.0,8,South East Asia
147085,Samsung Galexy S22,2,1100,22/08/21 10:12 ,"Provider_1,Beijing, China",,2024.0,,2024.0,8,Asia
147086,Samsung Galexy S21,3,800,01/08/21 15:58 ,"Provider_6,Moscow, Russia",,2208.0,,2208.0,8,Europe
147087,iPhone 11,3,500,04/08/21 10:47 ,"Provider_20,Durban, South Africa",,1380.0,,1380.0,8,Africa
147088,Xiaomi 12 Pro,1,900,13/08/21 15:30 ,"Provider_15,Isfahan, Iran",900.0,,,900.0,8,Middle-East
147089,Xiaomi Redmi Note 11 Pro 5G,1,350,14/08/21 09:42 ,"Provider_9,Lagos, Nigeria",350.0,,,350.0,8,Africa
147090,Xiaomi 12 Pro,1,900,10/08/21 23:16 ,"Provider_4,Jakarta, Indonesia",900.0,,,900.0,8,South East Asia
147091,Sony Xperia 20,1,800,15/08/21 22:39 ,"Provider_3,Boston, United States",800.0,,,800.0,8,North America
147092,Nokia c300,1,600,11/08/21 16:29 ,"Provider_10,Manila, Philippines",600.0,,,600.0,8,South East Asia
147093,Xiaomi Redmi Note 10 Pro 5G,2,200,10/08/21 14:41 ,"Provider_4,Jakarta, Indonesia",,368.0,,368.0,8,South East Asia
147094,iPhone 13,3,1000,18/08/21 14:06 ,"Provider_6,Moscow, Russia",,2760.0,,2760.0,8,Europe
147095,Xiaomi Redmi Note 10 Pro 5G,3,200,07/08/21 12:14 ,"Provider_9,Lagos, Nigeria",,552.0,,552.0,8,Africa
147096,Sony Xperia 10,1,700,23/08/21 09:05 ,"Provider_6,Moscow, Russia",700.0,,,700.0,8,Europe
147097,Xiaomi Redmi Note 11 Pro 5G,1,350,24/08/21 13:58 ,"Provider_18,Bangkok, Thailand",350.0,,,350.0,8,Asia
147098,Huawei - 3,1,200,01/08/21 10:56 ,"Provider_10,Manila, Philippines",200.0,,,200.0,8,South East Asia
147099,Google Pixal - 1,1,700,03/08/21 17:56 ,"Provider_17,Islamabad, Pakistan",700.0,,,700.0,8,Middle-East
147100,Google Android,2,500,26/08/21 17:38 ,"Provider_3,Boston, United States",,920.0,,920.0,8,North America
147101,Nokia c300,1,600,07/08/21 13:03 ,"Provider_4,Jakarta, Indonesia",600.0,,,600.0,8,South East Asia
147102,Huawei - 2,2,350,28/08/21 11:18 ,"Provider_13,Dhaka, Bangladesh",,644.0,,644.0,8,Asia
147103,Huawei - 2,1,350,13/08/21 18:29 ,"Provider_2,Delhi, India",350.0,,,350.0,8,Asia
147104,Xiaomi 12 Pro,3,900,17/08/21 10:26 ,"Provider_4,Jakarta, Indonesia",,2484.0,,2484.0,8,South East Asia
147105,Huawei - 3,1,200,06/08/21 07:04 ,"Provider_12,Hanoi, Vietnam",200.0,,,200.0,8,South East Asia
147106,Samsung Galexy S22,2,1100,20/08/21 15:11 ,"Provider_9,Lagos, Nigeria",,2024.0,,2024.0,8,Africa
147107,Google Pixal - 2,3,900,02/08/21 10:17 ,"Provider_12,Hanoi, Vietnam",,2484.0,,2484.0,8,South East Asia
147108,Xiaomi Redmi Note 10 Pro 5G,3,200,04/08/21 10:05 ,"Provider_2,Delhi, India",,552.0,,552.0,8,Asia
147109,Huawei - 1,1,550,25/08/21 15:55 ,"Provider_1,Beijing, China",550.0,,,550.0,8,Asia
147110,Google Pixal - 2,2,900,12/08/21 00:15 ,"Provider_13,Dhaka, Bangladesh",,1656.0,,1656.0,8,Asia
147111,Huawei - 2,2,350,12/08/21 17:35 ,"Provider_1,Beijing, China",,644.0,,644.0,8,Asia
147112,iPhone 11,1,500,20/08/21 17:07 ,"Provider_9,Lagos, Nigeria",500.0,,,500.0,8,Africa
147113,Sony Xperia 20,1,800,17/08/21 17:21 ,"Provider_8,Mexico City, Mexico",800.0,,,800.0,8,North America
147114,Google Android,2,500,23/08/21 23:57 ,"Provider_16,Giza, Egypt",,920.0,,920.0,8,Africa
147115,Xiaomi 12 Pro,1,900,24/08/21 13:16 ,"Provider_1,Beijing, China",900.0,,,900.0,8,Asia
147116,iPhone 11,2,500,06/08/21 12:37 ,"Provider_6,Moscow, Russia",,920.0,,920.0,8,Europe
147117,Huawei - 2,1,350,22/08/21 18:57 ,"Provider_8,Mexico City, Mexico",350.0,,,350.0,8,North America
147118,Huawei - 1,2,550,02/08/21 06:59 ,"Provider_4,Jakarta, Indonesia",,1012.0,,1012.0,8,South East Asia
147119,Huawei - 1,1,550,29/08/21 19:21 ,"Provider_5,Sao Paulo, Brazil",550.0,,,550.0,8,South America
147120,Samsung Galexy S22,1,1100,18/08/21 20:09 ,"Provider_8,Mexico City, Mexico",1100.0,,,1100.0,8,North America
147121,Xiaomi Redmi Note 10 Pro 5G,3,200,12/08/21 19:41 ,"Provider_8,Mexico City, Mexico",,552.0,,552.0,8,North America
147122,Google Pixal - 1,1,700,10/08/21 17:25 ,"Provider_1,Beijing, China",700.0,,,700.0,8,Asia
147123,Xiaomi Redmi Note 11 Pro 5G,1,350,09/08/21 18:08 ,"Provider_20,Durban, South Africa",350.0,,,350.0,8,Africa
147124,Google Pixal - 2,1,900,08/08/21 21:44 ,"Provider_3,Boston, United States",900.0,,,900.0,8,North America
147125,Sony Xperia 10,1,700,09/08/21 17:56 ,"Provider_12,Hanoi, Vietnam",700.0,,,700.0,8,South East Asia
147126,iPhone 12,1,700,29/08/21 18:45 ,"Provider_11,Munich, Germany",700.0,,,700.0,8,Europe
147127,Samsung Galexy S22,1,1100,21/08/21 15:59 ,"Provider_9,Lagos, Nigeria",1100.0,,,1100.0,8,Africa
147128,iPhone 13,1,1000,05/08/21 00:23 ,"Provider_1,Beijing, China",1000.0,,,1000.0,8,Asia
147129,iPhone 13,2,1000,11/08/21 20:39 ,"Provider_2,Delhi, India",,1840.0,,1840.0,8,Asia
147130,Xiaomi 12 Pro,1,900,22/08/21 21:43 ,"Provider_3,Boston, United States",900.0,,,900.0,8,North America
147131,Samsung Galexy S21,2,800,02/08/21 21:13 ,"Provider_5,Sao Paulo, Brazil",,1472.0,,1472.0,8,South America
147132,Xiaomi Redmi Note 10 Pro 5G,2,200,22/08/21 22:27 ,"Provider_5,Sao Paulo, Brazil",,368.0,,368.0,8,South America
147133,Huawei - 1,5,550,16/08/21 14:55 ,"Provider_11,Munich, Germany",,,2337.5,2337.5,8,Europe
147134,Google Pixal - 1,1,700,31/08/21 16:01 ,"Provider_1,Beijing, China",700.0,,,700.0,8,Asia
147135,Samsung Galexy S22,1,1100,20/08/21 08:45 ,"Provider_20,Durban, South Africa",1100.0,,,1100.0,8,Africa
147136,Xiaomi 12 Pro,1,900,09/08/21 19:29 ,"Provider_2,Delhi, India",900.0,,,900.0,8,Asia
147137,iPhone 12,1,700,29/08/21 16:43 ,"Provider_4,Jakarta, Indonesia",700.0,,,700.0,8,South East Asia
147138,Sony Xperia 20,3,800,02/08/21 10:51 ,"Provider_7,Yokohama, Japan",,2208.0,,2208.0,8,Asia
147139,Huawei - 3,1,200,15/08/21 12:25 ,"Provider_7,Yokohama, Japan",200.0,,,200.0,8,Asia
147140,Nokia c300,1,600,12/08/21 15:20 ,"Provider_8,Mexico City, Mexico",600.0,,,600.0,8,North America
147141,Nokia c300,2,600,12/08/21 08:39 ,"Provider_20,Durban, South Africa",,1104.0,,1104.0,8,Africa
147142,Google Pixal - 2,1,900,27/08/21 01:51 ,"Provider_9,Lagos, Nigeria",900.0,,,900.0,8,Africa
147143,iPhone 12,1,700,26/08/21 16:54 ,"Provider_3,Boston, United States",700.0,,,700.0,8,North America
147144,Samsung Galexy S10,2,300,07/08/21 21:02 ,"Provider_19,Milan, Italy",,552.0,,552.0,8,Europe
147145,Nokia c100,2,200,20/08/21 17:35 ,"Provider_3,Boston, United States",,368.0,,368.0,8,North America
147146,Huawei - 2,6,350,07/08/21 22:40 ,"Provider_2,Delhi, India",,,1785.0,1785.0,8,Asia
147147,Xiaomi Redmi Note 10 Pro 5G,1,200,01/08/21 10:19 ,"Provider_8,Mexico City, Mexico",200.0,,,200.0,8,North America
147148,iPhone 12,2,700,19/08/21 20:03 ,"Provider_8,Mexico City, Mexico",,1288.0,,1288.0,8,North America
147149,Google Pixal - 2,1,900,04/08/21 22:34 ,"Provider_8,Mexico City, Mexico",900.0,,,900.0,8,North America
147150,Huawei - 2,1,350,01/08/21 19:30 ,"Provider_20,Durban, South Africa",350.0,,,350.0,8,Africa
147151,Sony Xperia 20,2,800,08/08/21 13:01 ,"Provider_6,Moscow, Russia",,1472.0,,1472.0,8,Europe
147152,Sony Xperia 5,1,450,31/08/21 15:36 ,"Provider_3,Boston, United States",450.0,,,450.0,8,North America
147153,Xiaomi 12 Pro,1,900,20/08/21 13:03 ,"Provider_16,Giza, Egypt",900.0,,,900.0,8,Africa
147154,Xiaomi Redmi Note 10 Pro 5G,4,200,23/08/21 10:18 ,"Provider_12,Hanoi, Vietnam",,,680.0,680.0,8,South East Asia
147155,Google Pixal - 2,3,900,22/08/21 18:51 ,"Provider_8,Mexico City, Mexico",,2484.0,,2484.0,8,North America
147156,iPhone 13,1,1000,17/08/21 07:03 ,"Provider_5,Sao Paulo, Brazil",1000.0,,,1000.0,8,South America
147157,Xiaomi Redmi Note 10 Pro 5G,3,200,13/08/21 01:08 ,"Provider_18,Bangkok, Thailand",,552.0,,552.0,8,Asia
147158,Samsung Galexy S21,1,800,14/08/21 18:04 ,"Provider_1,Beijing, China",800.0,,,800.0,8,Asia
147159,Xiaomi Redmi Note 11 Pro 5G,1,350,27/08/21 10:59 ,"Provider_9,Lagos, Nigeria",350.0,,,350.0,8,Africa
147160,Samsung Galexy S22,3,1100,15/08/21 08:42 ,"Provider_8,Mexico City, Mexico",,3036.0,,3036.0,8,North America
147161,Huawei - 2,1,350,19/08/21 17:18 ,"Provider_6,Moscow, Russia",350.0,,,350.0,8,Europe
147162,iPhone 13,1,1000,18/08/21 08:51 ,"Provider_4,Jakarta, Indonesia",1000.0,,,1000.0,8,South East Asia
147163,iPhone 13,2,1000,05/08/21 23:42 ,"Provider_17,Islamabad, Pakistan",,1840.0,,1840.0,8,Middle-East
147164,iPhone 12,2,700,05/08/21 12:17 ,"Provider_6,Moscow, Russia",,1288.0,,1288.0,8,Europe
147165,Sony Xperia 20,4,800,05/08/21 12:32 ,"Provider_10,Manila, Philippines",,,2720.0,2720.0,8,South East Asia
147166,Samsung Galexy S21,3,800,25/08/21 15:58 ,"Provider_4,Jakarta, Indonesia",,2208.0,,2208.0,8,South East Asia
147167,iPhone 13,2,1000,13/08/21 19:47 ,"Provider_1,Beijing, China",,1840.0,,1840.0,8,Asia
147168,Samsung Galexy S21,1,800,11/08/21 12:10 ,"Provider_5,Sao Paulo, Brazil",800.0,,,800.0,8,South America
147169,Sony Xperia 5,2,450,02/08/21 20:32 ,"Provider_3,Boston, United States",,828.0,,828.0,8,North America
147170,Nokia c100,1,200,26/08/21 16:15 ,"Provider_8,Mexico City, Mexico",200.0,,,200.0,8,North America
147171,Google Pixal - 1,1,700,18/08/21 01:14 ,"Provider_4,Jakarta, Indonesia",700.0,,,700.0,8,South East Asia
147172,iPhone 11,1,500,22/08/21 13:09 ,"Provider_5,Sao Paulo, Brazil",500.0,,,500.0,8,South America
147173,Sony Xperia 20,2,800,14/08/21 18:17 ,"Provider_19,Milan, Italy",,1472.0,,1472.0,8,Europe
147174,Xiaomi Redmi Note 11 Pro 5G,1,350,07/08/21 00:23 ,"Provider_15,Isfahan, Iran",350.0,,,350.0,8,Middle-East
147175,Huawei - 2,3,350,05/08/21 14:40 ,"Provider_2,Delhi, India",,966.0,,966.0,8,Asia
147176,Samsung Galexy S10,2,300,15/08/21 19:02 ,"Provider_6,Moscow, Russia",,552.0,,552.0,8,Europe
147177,Xiaomi Redmi Note 10 Pro 5G,2,200,18/08/21 20:11 ,"Provider_7,Yokohama, Japan",,368.0,,368.0,8,Asia
147178,Huawei - 1,2,550,26/08/21 12:59 ,"Provider_9,Lagos, Nigeria",,1012.0,,1012.0,8,Africa
147179,Google Pixal - 2,1,900,22/08/21 08:10 ,"Provider_3,Boston, United States",900.0,,,900.0,8,North America
147180,Xiaomi Redmi Note 11 Pro 5G,1,350,05/08/21 14:14 ,"Provider_13,Dhaka, Bangladesh",350.0,,,350.0,8,Asia
147181,Google Pixal - 1,3,700,27/08/21 20:37 ,"Provider_3,Boston, United States",,1932.0,,1932.0,8,North America
147182,Nokia c100,1,200,04/08/21 22:11 ,"Provider_16,Giza, Egypt",200.0,,,200.0,8,Africa
147183,Huawei - 1,1,550,08/08/21 14:43 ,"Provider_2,Delhi, India",550.0,,,550.0,8,Asia
147184,iPhone 12,2,700,26/08/21 08:52 ,"Provider_1,Beijing, China",,1288.0,,1288.0,8,Asia
147185,Xiaomi Redmi Note 11 Pro 5G,1,350,29/08/21 17:35 ,"Provider_10,Manila, Philippines",350.0,,,350.0,8,South East Asia
147186,Nokia c200,4,400,07/08/21 10:14 ,"Provider_10,Manila, Philippines",,,1360.0,1360.0,8,South East Asia
147187,iPhone 11,1,500,16/08/21 17:56 ,"Provider_1,Beijing, China",500.0,,,500.0,8,Asia
147188,iPhone 13,1,1000,20/08/21 11:27 ,"Provider_3,Boston, United States",1000.0,,,1000.0,8,North America
147189,iPhone 13,2,1000,21/08/21 01:26 ,"Provider_16,Giza, Egypt",,1840.0,,1840.0,8,Africa
147190,Huawei - 1,2,550,15/08/21 06:14 ,"Provider_8,Mexico City, Mexico",,1012.0,,1012.0,8,North America
147191,Nokia c200,2,400,16/08/21 11:32 ,"Provider_19,Milan, Italy",,736.0,,736.0,8,Europe
147192,iPhone 13,1,1000,13/08/21 12:30 ,"Provider_17,Islamabad, Pakistan",1000.0,,,1000.0,8,Middle-East
147193,Samsung Galexy S10,1,300,22/08/21 09:54 ,"Provider_4,Jakarta, Indonesia",300.0,,,300.0,8,South East Asia
147194,iPhone 12,1,700,19/08/21 10:40 ,"Provider_15,Isfahan, Iran",700.0,,,700.0,8,Middle-East
147195,Xiaomi 12 Pro,2,900,15/08/21 18:15 ,"Provider_1,Beijing, China",,1656.0,,1656.0,8,Asia
147196,Google Pixal - 1,2,700,30/08/21 08:25 ,"Provider_19,Milan, Italy",,1288.0,,1288.0,8,Europe
147197,Huawei - 3,2,200,27/08/21 19:45 ,"Provider_5,Sao Paulo, Brazil",,368.0,,368.0,8,South America
147198,iPhone 11,1,500,05/08/21 09:41 ,"Provider_9,Lagos, Nigeria",500.0,,,500.0,8,Africa
147199,Samsung Galexy S22,1,1100,12/08/21 21:52 ,"Provider_15,Isfahan, Iran",1100.0,,,1100.0,8,Middle-East
147200,Samsung Galexy S21,1,800,17/08/21 01:47 ,"Provider_18,Bangkok, Thailand",800.0,,,800.0,8,Asia
147201,Xiaomi Redmi Note 10 Pro 5G,4,200,15/08/21 10:12 ,"Provider_11,Munich, Germany",,,680.0,680.0,8,Europe
147202,Xiaomi Redmi Note 10 Pro 5G,4,200,14/08/21 10:39 ,"Provider_2,Delhi, India",,,680.0,680.0,8,Asia
147203,iPhone 11,3,500,28/08/21 09:59 ,"Provider_16,Giza, Egypt",,1380.0,,1380.0,8,Africa
147204,Huawei - 3,1,200,27/08/21 21:06 ,"Provider_6,Moscow, Russia",200.0,,,200.0,8,Europe
147205,Google Pixal - 2,2,900,24/08/21 21:28 ,"Provider_9,Lagos, Nigeria",,1656.0,,1656.0,8,Africa
147206,Huawei - 1,1,550,14/08/21 00:03 ,"Provider_3,Boston, United States",550.0,,,550.0,8,North America
147207,Xiaomi 12 Pro,1,900,16/08/21 19:46 ,"Provider_2,Delhi, India",900.0,,,900.0,8,Asia
147208,Xiaomi Redmi Note 10 Pro 5G,4,200,21/08/21 10:40 ,"Provider_11,Munich, Germany",,,680.0,680.0,8,Europe
147209,Samsung Galexy S21,1,800,20/08/21 21:15 ,"Provider_13,Dhaka, Bangladesh",800.0,,,800.0,8,Asia
147210,Samsung Galexy S10,1,300,10/08/21 00:19 ,"Provider_9,Lagos, Nigeria",300.0,,,300.0,8,Africa
147211,Xiaomi Redmi Note 10 Pro 5G,1,200,03/08/21 19:33 ,"Provider_16,Giza, Egypt",200.0,,,200.0,8,Africa
147212,Samsung Galexy S10,2,300,27/08/21 00:49 ,"Provider_19,Milan, Italy",,552.0,,552.0,8,Europe
147213,Xiaomi Redmi Note 10 Pro 5G,1,200,31/08/21 11:34 ,"Provider_10,Manila, Philippines",200.0,,,200.0,8,South East Asia
147214,Xiaomi Redmi Note 11 Pro 5G,1,350,04/08/21 14:25 ,"Provider_7,Yokohama, Japan",350.0,,,350.0,8,Asia
147215,Sony Xperia 20,1,800,05/08/21 08:31 ,"Provider_4,Jakarta, Indonesia",800.0,,,800.0,8,South East Asia
147216,iPhone 13,4,1000,17/08/21 14:15 ,"Provider_7,Yokohama, Japan",,,3400.0,3400.0,8,Asia
147217,iPhone 13,3,1000,31/08/21 07:30 ,"Provider_12,Hanoi, Vietnam",,2760.0,,2760.0,8,South East Asia
147218,iPhone 12,2,700,13/08/21 22:45 ,"Provider_1,Beijing, China",,1288.0,,1288.0,8,Asia
147219,Google Pixal - 1,1,700,21/08/21 21:01 ,"Provider_3,Boston, United States",700.0,,,700.0,8,North America
147220,Xiaomi Redmi Note 11 Pro 5G,2,350,28/08/21 00:43 ,"Provider_11,Munich, Germany",,644.0,,644.0,8,Europe
147221,Sony Xperia 20,2,800,27/08/21 17:40 ,"Provider_19,Milan, Italy",,1472.0,,1472.0,8,Europe
147222,Google Pixal - 2,2,900,29/08/21 18:43 ,"Provider_9,Lagos, Nigeria",,1656.0,,1656.0,8,Africa
147223,Xiaomi Redmi Note 10 Pro 5G,1,200,24/08/21 17:37 ,"Provider_1,Beijing, China",200.0,,,200.0,8,Asia
147224,iPhone 12,1,700,23/08/21 17:42 ,"Provider_6,Moscow, Russia",700.0,,,700.0,8,Europe
147225,iPhone 12,1,700,30/08/21 21:31 ,"Provider_2,Delhi, India",700.0,,,700.0,8,Asia
147226,iPhone 11,3,500,14/08/21 12:59 ,"Provider_17,Islamabad, Pakistan",,1380.0,,1380.0,8,Middle-East
147227,Nokia c300,1,600,02/08/21 18:41 ,"Provider_4,Jakarta, Indonesia",600.0,,,600.0,8,South East Asia
147228,Google Pixal - 1,2,700,06/08/21 21:49 ,"Provider_1,Beijing, China",,1288.0,,1288.0,8,Asia
147229,Google Pixal - 2,2,900,07/08/21 09:48 ,"Provider_1,Beijing, China",,1656.0,,1656.0,8,Asia
147230,Google Pixal - 1,1,700,16/08/21 14:23 ,"Provider_5,Sao Paulo, Brazil",700.0,,,700.0,8,South America
147231,iPhone 11,1,500,29/08/21 14:18 ,"Provider_11,Munich, Germany",500.0,,,500.0,8,Europe
147232,Samsung Galexy S22,2,1100,16/08/21 08:34 ,"Provider_9,Lagos, Nigeria",,2024.0,,2024.0,8,Africa
147233,iPhone 12,1,700,27/08/21 19:54 ,"Provider_7,Yokohama, Japan",700.0,,,700.0,8,Asia
147234,Samsung Galexy S22,2,1100,02/08/21 10:23 ,"Provider_9,Lagos, Nigeria",,2024.0,,2024.0,8,Africa
147235,Xiaomi Redmi Note 10 Pro 5G,1,200,30/08/21 15:57 ,"Provider_2,Delhi, India",200.0,,,200.0,8,Asia
147236,iPhone 12,2,700,07/08/21 20:47 ,"Provider_3,Boston, United States",,1288.0,,1288.0,8,North America
147237,Samsung Galexy S10,2,300,03/08/21 15:20 ,"Provider_11,Munich, Germany",,552.0,,552.0,8,Europe
147238,Xiaomi 12 Pro,1,900,02/08/21 11:08 ,"Provider_2,Delhi, India",900.0,,,900.0,8,Asia
147239,Samsung Galexy S21,1,800,04/08/21 09:24 ,"Provider_5,Sao Paulo, Brazil",800.0,,,800.0,8,South America
147240,Xiaomi 12 Pro,1,900,26/08/21 16:58 ,"Provider_2,Delhi, India",900.0,,,900.0,8,Asia
147241,Xiaomi Redmi Note 11 Pro 5G,1,350,21/08/21 13:16 ,"Provider_9,Lagos, Nigeria",350.0,,,350.0,8,Africa
147242,Xiaomi 12 Pro,3,900,11/08/21 22:23 ,"Provider_6,Moscow, Russia",,2484.0,,2484.0,8,Europe
147243,Huawei - 3,5,200,08/08/21 02:54 ,"Provider_1,Beijing, China",,,850.0,850.0,8,Asia
147244,Xiaomi 12 Pro,1,900,23/08/21 12:54 ,"Provider_3,Boston, United States",900.0,,,900.0,8,North America
147245,Xiaomi 12 Pro,2,900,16/08/21 11:57 ,"Provider_13,Dhaka, Bangladesh",,1656.0,,1656.0,8,Asia
147246,Google Android,1,500,11/08/21 14:29 ,"Provider_9,Lagos, Nigeria",500.0,,,500.0,8,Africa
147247,Huawei - 1,1,550,14/08/21 12:15 ,"Provider_13,Dhaka, Bangladesh",550.0,,,550.0,8,Asia
147248,Nokia c300,3,600,09/08/21 06:02 ,"Provider_12,Hanoi, Vietnam",,1656.0,,1656.0,8,South East Asia
147249,Samsung Galexy S21,1,800,13/08/21 11:44 ,"Provider_5,Sao Paulo, Brazil",800.0,,,800.0,8,South America
147250,Sony Xperia 20,1,800,02/08/21 16:38 ,"Provider_7,Yokohama, Japan",800.0,,,800.0,8,Asia
147251,Samsung Galexy S21,1,800,21/08/21 05:56 ,"Provider_12,Hanoi, Vietnam",800.0,,,800.0,8,South East Asia
147252,Huawei - 1,2,550,30/08/21 10:57 ,"Provider_4,Jakarta, Indonesia",,1012.0,,1012.0,8,South East Asia
147253,Samsung Galexy S10,2,300,22/08/21 21:51 ,"Provider_6,Moscow, Russia",,552.0,,552.0,8,Europe
147254,Samsung Galexy S21,2,800,27/08/21 16:01 ,"Provider_2,Delhi, India",,1472.0,,1472.0,8,Asia
147255,Google Android,2,500,14/08/21 19:36 ,"Provider_3,Boston, United States",,920.0,,920.0,8,North America
147256,Google Pixal - 2,1,900,13/08/21 21:07 ,"Provider_11,Munich, Germany",900.0,,,900.0,8,Europe
147257,iPhone 13,1,1000,15/08/21 20:56 ,"Provider_10,Manila, Philippines",1000.0,,,1000.0,8,South East Asia
147258,Samsung Galexy S21,1,800,24/08/21 22:08 ,"Provider_1,Beijing, China",800.0,,,800.0,8,Asia
